Customer_ID,Signup_Date,Plan,Region,Acquisition_Channel,Monthly_Revenue,Support_Tickets,Usage_Score,Satisfaction_Score,Tenure_Months,Churned,Churn_Date,Churn_Reason
CUST-6201,2024-08-18,Pro,North,Paid Ads,1499,2,54.0,9.4,16,False,,
CUST-6202,2024-08-18,Pro,East,Paid Ads,1499,1,63.8,6.4,3,True,2024-11-17,Switched to competitor
CUST-6203,2024-08-19,Basic,East,Paid Ads,499,3,70.7,9.3,16,False,,
CUST-6204,2024-08-19,Pro,South,Paid Ads,1499,4,50.6,7.1,9,True,2025-05-19,No longer needed
CUST-6205,2024-08-19,Pro,East,Referral,1499,3,61.9,5.6,16,False,,
CUST-6206,2024-08-20,Enterprise,North,Referral,4999,4,47.5,5.8,16,False,,
CUST-6207,2024-08-20,Pro,East,Organic Search,1499,0,76.3,4.7,16,False,,
CUST-6208,2024-08-20,Pro,North,Referral,1499,2,64.3,8.4,16,False,,
CUST-6209,2024-08-20,Enterprise,East,Organic Search,4999,2,70.8,5.6,16,False,,
CUST-6210,2024-08-20,Basic,South,Paid Ads,499,2,57.2,3.6,16,False,,
CUST-6211,2024-08-21,Basic,East,Referral,499,5,79.2,5.7,16,False,,
CUST-6212,2024-08-21,Pro,East,Referral,1499,6,39.5,8.0,9,True,2025-05-21,Poor support experience
CUST-6213,2024-08-21,Pro,West,Organic Search,1499,4,65.5,8.7,7,True,2025-03-22,Switched to competitor
CUST-6214,2024-08-21,Basic,South,Organic Search,499,3,72.9,5.9,16,False,,
CUST-6215,2024-08-21,Basic,East,Partnership,499,1,100.0,5.8,4,True,2024-12-20,Low product usage
CUST-6216,2024-08-21,Basic,East,Organic Search,499,1,55.8,8.5,16,False,,
CUST-6217,2024-08-22,Pro,West,Referral,1499,1,56.0,7.2,16,False,,
CUST-6218,2024-08-22,Basic,South,Social Media,499,1,100.0,6.4,16,False,,
CUST-6219,2024-08-22,Basic,East,Paid Ads,499,1,48.7,7.1,3,True,2024-11-21,Switched to competitor
CUST-6220,2024-08-22,Basic,North,Referral,499,0,65.8,8.2,16,False,,
CUST-6221,2024-08-22,Basic,North,Referral,499,1,47.0,8.6,16,False,,
CUST-6222,2024-08-22,Enterprise,North,Organic Search,4999,1,73.7,7.1,16,True,2025-12-22,Missing features
CUST-6223,2024-08-23,Pro,East,Referral,1499,3,98.6,8.9,2,True,2024-10-22,Low product usage
CUST-6224,2024-08-23,Basic,West,Organic Search,499,2,90.7,6.1,8,True,2025-04-23,Missing features
CUST-6225,2024-08-23,Enterprise,South,Social Media,4999,3,41.3,9.6,16,False,,
CUST-6226,2024-08-23,Basic,West,Referral,499,1,56.6,5.8,16,False,,
CUST-6227,2024-08-24,Enterprise,East,Paid Ads,4999,5,56.0,5.8,3,True,2024-11-23,Switched to competitor
CUST-6228,2024-08-24,Enterprise,South,Referral,4999,1,63.3,6.9,16,False,,
CUST-6229,2024-08-24,Basic,West,Organic Search,499,2,38.0,2.5,16,False,,
CUST-6230,2024-08-24,Pro,West,Organic Search,1499,3,97.4,3.1,16,False,,
CUST-6231,2024-08-24,Pro,West,Organic Search,1499,4,85.4,5.6,3,True,2024-11-23,Switched to competitor
CUST-6232,2024-08-24,Basic,East,Paid Ads,499,4,84.1,7.7,16,False,,
CUST-6233,2024-08-24,Pro,North,Referral,1499,1,87.1,7.0,16,False,,
CUST-6234,2024-08-24,Basic,South,Referral,499,2,69.3,6.5,1,True,2024-09-23,Missing features
CUST-6235,2024-08-24,Basic,North,Paid Ads,499,2,49.0,7.9,8,True,2025-04-24,Too expensive
CUST-6236,2024-08-24,Basic,North,Paid Ads,499,0,42.4,10.0,16,False,,
CUST-6237,2024-08-25,Pro,East,Organic Search,1499,2,42.2,10.0,16,False,,
CUST-6238,2024-08-25,Basic,East,Paid Ads,499,5,58.3,4.5,16,False,,
CUST-6239,2024-08-25,Pro,North,Referral,1499,4,47.2,7.6,16,False,,
CUST-6240,2024-08-25,Basic,East,Partnership,499,2,55.4,9.8,4,True,2024-12-24,Low product usage
CUST-6241,2024-08-25,Pro,North,Referral,1499,3,57.6,3.0,16,False,,
CUST-6242,2024-08-25,Enterprise,North,Organic Search,4999,2,72.8,7.7,16,False,,
CUST-6243,2024-08-25,Pro,East,Organic Search,1499,0,76.6,8.0,16,False,,
CUST-6244,2024-08-25,Enterprise,East,Social Media,4999,1,60.4,7.9,16,False,,
CUST-6245,2024-08-25,Basic,South,Social Media,499,0,85.1,7.4,16,False,,
CUST-6246,2024-08-26,Basic,East,Organic Search,499,2,57.4,9.4,10,True,2025-06-26,Too expensive
CUST-6247,2024-08-26,Basic,West,Paid Ads,499,2,69.6,9.0,1,True,2024-09-25,Missing features
CUST-6248,2024-08-26,Pro,North,Organic Search,1499,2,68.3,4.8,16,False,,
CUST-6249,2024-08-26,Pro,East,Paid Ads,1499,4,31.7,7.9,16,False,,
CUST-6250,2024-08-27,Basic,North,Paid Ads,499,0,62.7,7.8,16,False,,
CUST-6251,2024-08-27,Basic,South,Organic Search,499,4,56.5,9.7,16,False,,
CUST-6252,2024-08-27,Pro,East,Referral,1499,1,70.7,6.6,16,False,,
CUST-6253,2024-08-27,Pro,North,Referral,1499,2,72.6,7.5,11,True,2025-07-27,Switched to competitor
CUST-6254,2024-08-27,Enterprise,East,Organic Search,4999,3,54.8,6.6,16,False,,
CUST-6255,2024-08-28,Pro,West,Social Media,1499,1,100.0,6.1,16,False,,
CUST-6256,2024-08-28,Basic,South,Referral,499,2,63.8,5.3,11,True,2025-07-28,No longer needed
CUST-6257,2024-08-28,Enterprise,North,Paid Ads,4999,0,78.6,10.0,16,False,,
CUST-6258,2024-08-28,Pro,East,Organic Search,1499,3,40.7,5.6,10,True,2025-06-28,Poor support experience
CUST-6259,2024-08-28,Pro,West,Partnership,1499,3,82.8,6.7,16,False,,
CUST-6260,2024-08-28,Basic,South,Referral,499,3,46.0,4.3,16,False,,
CUST-6261,2024-08-28,Basic,East,Partnership,499,0,40.7,6.3,10,True,2025-06-28,Poor support experience
CUST-6262,2024-08-28,Basic,East,Paid Ads,499,5,78.0,8.7,2,True,2024-10-27,Low product usage
CUST-6263,2024-08-29,Basic,South,Social Media,499,2,77.4,6.6,3,True,2024-11-28,Poor support experience
CUST-6264,2024-08-29,Basic,South,Paid Ads,499,2,79.0,6.1,7,True,2025-03-30,Missing features
CUST-6265,2024-08-29,Basic,West,Organic Search,499,5,41.1,6.0,12,True,2025-08-29,Too expensive
CUST-6266,2024-08-29,Basic,North,Social Media,499,1,89.5,1.3,7,True,2025-03-30,Low product usage
CUST-6267,2024-08-29,Basic,East,Paid Ads,499,0,40.6,1.0,0,True,2024-08-29,Too expensive
CUST-6268,2024-08-29,Basic,North,Paid Ads,499,3,100.0,8.0,16,False,,
CUST-6269,2024-08-29,Pro,South,Social Media,1499,1,60.9,6.1,4,True,2024-12-28,Low product usage
CUST-6270,2024-08-29,Pro,North,Organic Search,1499,3,71.5,8.7,16,False,,
CUST-6271,2024-08-29,Basic,South,Organic Search,499,4,66.8,5.2,16,False,,
CUST-6272,2024-08-30,Pro,North,Organic Search,1499,3,57.5,5.3,16,False,,
CUST-6273,2024-08-30,Pro,North,Social Media,1499,1,64.6,6.2,1,True,2024-09-29,Low product usage
CUST-6274,2024-08-30,Basic,East,Social Media,499,5,57.8,9.0,16,False,,
CUST-6275,2024-08-30,Enterprise,East,Social Media,4999,6,65.8,7.1,16,False,,
CUST-6276,2024-08-30,Basic,East,Organic Search,499,2,56.0,7.6,16,False,,
CUST-6277,2024-08-30,Pro,West,Organic Search,1499,2,18.9,7.1,16,False,,
CUST-6278,2024-08-30,Basic,South,Referral,499,3,29.3,9.3,16,False,,
CUST-6279,2024-08-30,Pro,South,Organic Search,1499,4,71.6,7.3,0,True,2024-08-30,Too expensive
CUST-6280,2024-08-30,Pro,South,Paid Ads,1499,8,60.8,9.3,16,False,,
CUST-6281,2024-08-30,Basic,North,Paid Ads,499,4,65.0,6.8,2,True,2024-10-29,No longer needed
CUST-6282,2024-08-31,Enterprise,North,Referral,4999,2,59.1,4.3,15,False,,
CUST-6283,2024-08-31,Pro,South,Referral,1499,2,34.0,6.4,15,False,,
CUST-6284,2024-08-31,Enterprise,West,Social Media,4999,0,47.5,8.1,6,True,2025-03-01,Poor support experience
CUST-6285,2024-09-01,Basic,South,Paid Ads,499,2,62.9,6.3,15,False,,
CUST-6286,2024-09-01,Pro,East,Referral,1499,2,46.3,8.4,13,True,2025-10-01,Missing features
CUST-6287,2024-09-01,Pro,South,Organic Search,1499,1,21.1,8.4,11,True,2025-08-01,Poor support experience
CUST-6288,2024-09-02,Basic,South,Organic Search,499,2,61.1,9.4,15,False,,
CUST-6289,2024-09-02,Basic,East,Referral,499,5,69.8,6.9,15,False,,
CUST-6290,2024-09-02,Enterprise,South,Referral,4999,2,44.9,8.6,15,False,,
CUST-6291,2024-09-02,Pro,South,Partnership,1499,2,27.6,8.3,15,False,,
CUST-6292,2024-09-02,Pro,West,Partnership,1499,2,68.9,9.5,10,True,2025-07-03,Missing features
CUST-6293,2024-09-02,Pro,South,Referral,1499,2,74.2,10.0,13,True,2025-10-02,Low product usage
CUST-6294,2024-09-02,Enterprise,South,Referral,4999,4,77.3,10.0,15,False,,
CUST-6295,2024-09-02,Enterprise,East,Referral,4999,1,59.0,8.6,15,False,,
CUST-6296,2024-09-02,Basic,East,Social Media,499,3,30.6,7.3,13,True,2025-10-02,No longer needed
CUST-6297,2024-09-02,Pro,West,Organic Search,1499,3,45.1,5.9,15,False,,
CUST-6298,2024-09-03,Basic,North,Organic Search,499,3,63.2,7.3,10,True,2025-07-04,Missing features
CUST-6299,2024-09-03,Pro,West,Organic Search,1499,3,55.7,6.8,15,False,,
CUST-6300,2024-09-03,Pro,West,Organic Search,1499,0,47.5,9.9,15,False,,
CUST-6301,2024-09-04,Basic,East,Paid Ads,499,2,69.7,3.3,8,True,2025-05-05,Missing features
CUST-6302,2024-09-04,Pro,North,Social Media,1499,3,62.3,6.2,0,True,2024-09-04,No longer needed
CUST-6303,2024-09-04,Basic,North,Paid Ads,499,4,49.3,7.1,15,False,,
CUST-6304,2024-09-04,Basic,East,Referral,499,3,86.0,10.0,15,False,,
CUST-6305,2024-09-04,Enterprise,South,Paid Ads,4999,6,47.0,7.0,4,True,2025-01-03,Poor support experience
CUST-6306,2024-09-04,Basic,East,Organic Search,499,2,100.0,6.0,1,True,2024-10-04,Missing features
CUST-6307,2024-09-04,Basic,West,Paid Ads,499,1,74.2,7.5,15,False,,
CUST-6308,2024-09-04,Basic,East,Organic Search,499,2,46.2,5.9,2,True,2024-11-03,No longer needed
CUST-6309,2024-09-04,Basic,West,Partnership,499,0,80.8,5.6,15,False,,
CUST-6310,2024-09-04,Basic,North,Paid Ads,499,2,67.8,5.7,0,True,2024-09-04,Too expensive
CUST-6311,2024-09-05,Pro,North,Organic Search,1499,1,46.9,5.6,15,False,,
CUST-6312,2024-09-05,Enterprise,East,Social Media,4999,3,86.5,8.8,14,True,2025-11-05,Switched to competitor
CUST-6313,2024-09-05,Enterprise,South,Organic Search,4999,1,31.6,5.2,15,False,,
CUST-6314,2024-09-05,Basic,East,Organic Search,499,0,62.0,7.1,0,True,2024-09-05,Poor support experience
CUST-6315,2024-09-05,Basic,South,Paid Ads,499,3,77.9,7.2,5,True,2025-02-04,Missing features
CUST-6316,2024-09-05,Basic,North,Organic Search,499,2,47.9,6.3,5,True,2025-02-04,Missing features
CUST-6317,2024-09-05,Enterprise,South,Paid Ads,4999,2,73.1,10.0,15,False,,
CUST-6318,2024-09-06,Basic,East,Paid Ads,499,2,60.0,3.5,7,True,2025-04-07,Too expensive
CUST-6319,2024-09-06,Basic,South,Paid Ads,499,3,62.3,8.3,7,True,2025-04-07,Low product usage
CUST-6320,2024-09-06,Enterprise,North,Referral,4999,4,32.6,7.3,15,False,,
CUST-6321,2024-09-06,Pro,West,Partnership,1499,3,33.3,3.5,8,True,2025-05-07,Too expensive
CUST-6322,2024-09-07,Pro,West,Partnership,1499,3,51.0,4.0,5,True,2025-02-06,Too expensive
CUST-6323,2024-09-07,Pro,South,Organic Search,1499,2,66.6,6.7,15,False,,
CUST-6324,2024-09-08,Basic,South,Referral,499,5,77.5,8.6,15,False,,
CUST-6325,2024-09-08,Basic,North,Paid Ads,499,4,35.6,7.4,0,True,2024-09-08,Switched to competitor
CUST-6326,2024-09-08,Basic,West,Organic Search,499,3,82.5,5.4,15,False,,
CUST-6327,2024-09-09,Basic,East,Partnership,499,2,74.5,10.0,15,False,,
CUST-6328,2024-09-09,Basic,South,Organic Search,499,1,52.9,9.7,15,False,,
CUST-6329,2024-09-09,Basic,North,Partnership,499,0,55.2,9.7,6,True,2025-03-10,Poor support experience
CUST-6330,2024-09-09,Pro,North,Organic Search,1499,2,43.2,7.3,15,False,,
CUST-6331,2024-09-09,Basic,West,Paid Ads,499,3,55.0,6.9,6,True,2025-03-10,Too expensive
CUST-6332,2024-09-09,Pro,North,Organic Search,1499,4,77.4,7.3,15,False,,
CUST-6333,2024-09-09,Basic,West,Referral,499,1,44.4,8.2,15,False,,
CUST-6334,2024-09-10,Pro,West,Organic Search,1499,0,41.0,7.6,15,False,,
CUST-6335,2024-09-10,Basic,North,Organic Search,499,1,85.1,6.4,15,False,,
CUST-6336,2024-09-10,Pro,South,Paid Ads,1499,2,66.1,8.7,15,False,,
CUST-6337,2024-09-10,Basic,North,Social Media,499,4,66.4,4.4,5,True,2025-02-09,Too expensive
CUST-6338,2024-09-10,Pro,West,Social Media,1499,6,86.5,10.0,15,False,,
CUST-6339,2024-09-10,Pro,West,Social Media,1499,1,52.3,4.6,15,False,,
CUST-6340,2024-09-10,Pro,West,Referral,1499,1,100.0,6.1,14,True,2025-11-10,Switched to competitor
CUST-6341,2024-09-10,Pro,North,Paid Ads,1499,1,78.4,5.9,2,True,2024-11-09,No longer needed
CUST-6342,2024-09-10,Basic,South,Partnership,499,2,58.0,2.3,15,False,,
CUST-6343,2024-09-11,Basic,East,Paid Ads,499,0,63.1,9.4,4,True,2025-01-10,Switched to competitor
CUST-6344,2024-09-11,Pro,West,Referral,1499,1,64.9,9.1,15,False,,
CUST-6345,2024-09-11,Basic,West,Referral,499,5,74.4,3.8,11,True,2025-08-11,Poor support experience
CUST-6346,2024-09-11,Basic,North,Social Media,499,1,55.6,6.2,15,False,,
CUST-6347,2024-09-11,Basic,East,Paid Ads,499,2,52.5,6.6,15,False,,
CUST-6348,2024-09-11,Basic,North,Organic Search,499,2,33.2,7.7,15,False,,
CUST-6349,2024-09-12,Basic,East,Social Media,499,4,68.1,7.8,1,True,2024-10-12,No longer needed
CUST-6350,2024-09-12,Pro,East,Organic Search,1499,6,72.1,8.0,12,True,2025-09-12,Too expensive
CUST-6351,2024-09-12,Pro,North,Referral,1499,6,62.8,4.4,4,True,2025-01-11,Poor support experience
CUST-6352,2024-09-12,Basic,West,Organic Search,499,1,72.4,9.5,15,False,,
CUST-6353,2024-09-12,Pro,North,Social Media,1499,2,43.0,7.1,1,True,2024-10-12,Switched to competitor
CUST-6354,2024-09-13,Basic,East,Partnership,499,3,85.1,5.3,14,True,2025-11-13,No longer needed
CUST-6355,2024-09-13,Basic,East,Paid Ads,499,1,44.6,4.6,6,True,2025-03-14,Switched to competitor
CUST-6356,2024-09-13,Enterprise,North,Referral,4999,1,32.9,9.5,4,True,2025-01-12,Too expensive
CUST-6357,2024-09-13,Basic,North,Organic Search,499,2,51.8,8.4,3,True,2024-12-13,Too expensive
CUST-6358,2024-09-14,Enterprise,West,Paid Ads,4999,3,52.9,5.3,0,True,2024-09-14,Switched to competitor
CUST-6359,2024-09-14,Basic,South,Partnership,499,2,100.0,4.9,15,False,,
CUST-6360,2024-09-15,Pro,West,Social Media,1499,3,60.1,7.2,15,False,,
CUST-6361,2024-09-15,Basic,West,Organic Search,499,2,49.1,7.5,11,True,2025-08-15,Missing features
CUST-6362,2024-09-15,Basic,North,Organic Search,499,6,41.2,6.8,0,True,2024-09-15,Switched to competitor
CUST-6363,2024-09-16,Pro,North,Referral,1499,5,69.8,7.3,15,False,,
CUST-6364,2024-09-16,Basic,South,Organic Search,499,1,69.9,4.6,1,True,2024-10-16,Missing features
CUST-6365,2024-09-16,Basic,North,Organic Search,499,1,45.2,3.8,15,False,,
CUST-6366,2024-09-16,Basic,South,Paid Ads,499,3,64.5,6.6,15,False,,
CUST-6367,2024-09-16,Basic,West,Social Media,499,4,49.2,6.4,15,False,,
CUST-6368,2024-09-16,Enterprise,West,Organic Search,4999,3,47.1,6.3,15,False,,
CUST-6369,2024-09-16,Pro,East,Organic Search,1499,1,94.9,8.3,10,True,2025-07-17,Too expensive
CUST-6370,2024-09-16,Pro,North,Organic Search,1499,0,28.6,5.1,14,True,2025-11-16,No longer needed
CUST-6371,2024-09-17,Basic,North,Paid Ads,499,2,72.8,6.6,14,True,2025-11-17,Missing features
CUST-6372,2024-09-17,Pro,North,Organic Search,1499,5,74.2,6.2,15,False,,
CUST-6373,2024-09-17,Basic,South,Referral,499,1,21.6,8.3,0,True,2024-09-17,No longer needed
CUST-6374,2024-09-17,Basic,South,Partnership,499,4,82.0,8.5,15,False,,
CUST-6375,2024-09-18,Pro,South,Organic Search,1499,2,46.5,7.7,15,False,,
CUST-6376,2024-09-18,Basic,East,Paid Ads,499,3,78.4,9.1,15,False,,
CUST-6377,2024-09-18,Basic,East,Referral,499,2,71.0,8.1,8,True,2025-05-19,No longer needed
CUST-6378,2024-09-18,Basic,West,Partnership,499,1,82.2,5.3,15,False,,
CUST-6379,2024-09-18,Basic,East,Organic Search,499,2,59.3,5.3,15,False,,
CUST-6380,2024-09-18,Enterprise,West,Referral,4999,4,87.2,5.3,15,False,,
CUST-6381,2024-09-18,Pro,North,Social Media,1499,2,31.5,8.6,15,False,,
CUST-6382,2024-09-19,Basic,North,Referral,499,4,59.6,5.3,15,False,,
CUST-6383,2024-09-19,Pro,North,Organic Search,1499,1,51.5,3.1,15,False,,
CUST-6384,2024-09-19,Pro,North,Organic Search,1499,3,35.0,10.0,2,True,2024-11-18,No longer needed
CUST-6385,2024-09-19,Pro,East,Referral,1499,2,77.5,8.8,15,False,,
CUST-6386,2024-09-19,Basic,North,Paid Ads,499,3,49.6,4.1,15,False,,
CUST-6387,2024-09-19,Pro,West,Social Media,1499,2,82.0,6.5,5,True,2025-02-18,Poor support experience
CUST-6388,2024-09-20,Enterprise,South,Organic Search,4999,5,43.9,4.7,15,False,,
CUST-6389,2024-09-20,Pro,East,Organic Search,1499,3,68.6,5.6,12,True,2025-09-20,Poor support experience
CUST-6390,2024-09-20,Pro,East,Paid Ads,1499,1,64.9,4.2,1,True,2024-10-20,Too expensive
CUST-6391,2024-09-20,Pro,West,Organic Search,1499,2,53.5,5.2,1,True,2024-10-20,Missing features
CUST-6392,2024-09-20,Pro,West,Partnership,1499,4,36.3,7.6,15,False,,
CUST-6393,2024-09-20,Pro,North,Social Media,1499,1,32.3,2.9,2,True,2024-11-19,Switched to competitor
CUST-6394,2024-09-21,Basic,North,Paid Ads,499,1,41.3,6.9,4,True,2025-01-20,Too expensive
CUST-6395,2024-09-21,Basic,East,Social Media,499,5,42.6,3.7,12,True,2025-09-21,Too expensive
CUST-6396,2024-09-21,Basic,West,Organic Search,499,4,87.9,10.0,11,True,2025-08-21,Too expensive
CUST-6397,2024-09-21,Basic,East,Referral,499,6,69.7,5.8,8,True,2025-05-22,No longer needed
CUST-6398,2024-09-21,Pro,East,Paid Ads,1499,3,53.7,5.1,5,True,2025-02-20,Missing features
CUST-6399,2024-09-21,Basic,South,Paid Ads,499,2,54.8,7.0,15,False,,
CUST-6400,2024-09-21,Basic,West,Organic Search,499,2,78.4,7.0,15,False,,
CUST-6401,2024-09-21,Basic,North,Paid Ads,499,6,22.2,6.4,3,True,2024-12-21,Switched to competitor
CUST-6402,2024-09-21,Basic,West,Organic Search,499,4,37.2,6.4,15,False,,
CUST-6403,2024-09-22,Pro,West,Referral,1499,1,55.5,8.0,10,True,2025-07-23,Missing features
CUST-6404,2024-09-22,Basic,North,Organic Search,499,4,89.2,8.6,14,True,2025-11-22,Too expensive
CUST-6405,2024-09-22,Basic,North,Paid Ads,499,4,52.8,7.2,15,False,,
CUST-6406,2024-09-22,Basic,North,Organic Search,499,0,52.9,9.9,15,False,,
CUST-6407,2024-09-22,Basic,West,Social Media,499,2,91.9,6.4,15,False,,
CUST-6408,2024-09-23,Pro,East,Organic Search,1499,4,55.5,8.2,15,False,,
CUST-6409,2024-09-23,Enterprise,North,Social Media,4999,1,32.3,6.1,15,False,,
CUST-6410,2024-09-23,Basic,South,Referral,499,2,76.9,5.5,15,False,,
CUST-6411,2024-09-23,Pro,South,Organic Search,1499,5,49.7,7.4,1,True,2024-10-23,Missing features
CUST-6412,2024-09-24,Basic,East,Social Media,499,2,53.3,9.2,12,True,2025-09-24,Switched to competitor
CUST-6413,2024-09-24,Basic,East,Organic Search,499,1,16.5,10.0,15,False,,
CUST-6414,2024-09-24,Enterprise,West,Social Media,4999,1,62.1,8.4,15,False,,
CUST-6415,2024-09-24,Basic,East,Organic Search,499,5,24.3,6.4,15,False,,
CUST-6416,2024-09-24,Pro,West,Social Media,1499,1,83.7,6.4,15,False,,
CUST-6417,2024-09-25,Pro,South,Partnership,1499,1,47.5,10.0,15,False,,
CUST-6418,2024-09-25,Pro,West,Paid Ads,1499,4,45.3,5.9,15,False,,
CUST-6419,2024-09-25,Enterprise,North,Organic Search,4999,2,68.5,8.1,15,False,,
CUST-6420,2024-09-25,Pro,West,Referral,1499,1,74.4,5.5,15,False,,
CUST-6421,2024-09-26,Enterprise,South,Referral,4999,1,29.8,6.5,15,False,,
CUST-6422,2024-09-26,Pro,East,Organic Search,1499,3,61.0,7.2,15,False,,
CUST-6423,2024-09-26,Basic,South,Paid Ads,499,3,48.7,8.2,4,True,2025-01-25,Low product usage
CUST-6424,2024-09-26,Enterprise,West,Paid Ads,4999,3,42.2,9.9,15,False,,
CUST-6425,2024-09-26,Pro,West,Organic Search,1499,2,73.7,9.6,15,False,,
CUST-6426,2024-09-26,Pro,South,Paid Ads,1499,2,63.1,3.6,7,True,2025-04-27,Switched to competitor
CUST-6427,2024-09-26,Pro,South,Organic Search,1499,1,57.7,4.9,15,False,,
CUST-6428,2024-09-26,Pro,West,Organic Search,1499,4,45.0,4.1,14,True,2025-11-26,Low product usage
CUST-6429,2024-09-27,Pro,West,Organic Search,1499,1,40.6,4.5,1,True,2024-10-27,Poor support experience
CUST-6430,2024-09-27,Basic,North,Organic Search,499,3,37.7,9.1,10,True,2025-07-28,Missing features
CUST-6431,2024-09-27,Basic,East,Organic Search,499,2,56.8,4.7,15,False,,
CUST-6432,2024-09-27,Basic,East,Referral,499,5,58.0,7.1,10,True,2025-07-28,Low product usage
CUST-6433,2024-09-28,Pro,North,Paid Ads,1499,3,56.8,9.3,1,True,2024-10-28,Missing features
CUST-6434,2024-09-28,Basic,South,Social Media,499,1,38.3,4.5,11,True,2025-08-28,No longer needed
CUST-6435,2024-09-29,Pro,West,Referral,1499,2,81.2,6.9,15,False,,
CUST-6436,2024-09-29,Enterprise,South,Paid Ads,4999,2,43.8,8.2,15,False,,
CUST-6437,2024-09-29,Enterprise,East,Paid Ads,4999,2,71.5,6.8,15,False,,
CUST-6438,2024-09-29,Basic,West,Organic Search,499,4,49.7,8.1,9,True,2025-06-29,Missing features
CUST-6439,2024-09-29,Pro,South,Referral,1499,1,40.4,10.0,15,False,,
CUST-6440,2024-09-29,Basic,North,Referral,499,1,43.6,8.3,6,True,2025-03-30,Poor support experience
CUST-6441,2024-09-30,Pro,East,Social Media,1499,2,100.0,5.6,15,False,,
CUST-6442,2024-09-30,Basic,South,Paid Ads,499,5,31.7,5.7,15,False,,
CUST-6443,2024-09-30,Basic,East,Social Media,499,1,61.5,10.0,15,False,,
CUST-6444,2024-09-30,Enterprise,South,Organic Search,4999,7,62.0,10.0,15,True,2025-12-30,Switched to competitor
CUST-6445,2024-09-30,Basic,North,Organic Search,499,1,27.5,6.7,6,True,2025-03-31,No longer needed
CUST-6446,2024-09-30,Pro,East,Organic Search,1499,4,86.3,8.4,10,True,2025-07-31,Low product usage
CUST-6447,2024-09-30,Enterprise,North,Paid Ads,4999,1,96.3,7.2,15,False,,
CUST-6448,2024-09-30,Basic,East,Social Media,499,2,56.8,6.4,15,False,,
CUST-6449,2024-10-01,Enterprise,North,Referral,4999,1,55.7,7.3,14,False,,
CUST-6450,2024-10-01,Enterprise,South,Organic Search,4999,4,100.0,4.8,14,False,,
CUST-6451,2024-10-01,Basic,South,Organic Search,499,5,64.8,3.3,14,False,,
CUST-6452,2024-10-01,Basic,South,Social Media,499,0,65.1,6.7,14,False,,
CUST-6453,2024-10-02,Basic,South,Paid Ads,499,1,85.0,5.9,14,False,,
CUST-6454,2024-10-02,Basic,North,Organic Search,499,3,48.6,7.9,14,False,,
CUST-6455,2024-10-02,Basic,West,Organic Search,499,1,65.3,8.2,8,True,2025-06-02,Missing features
CUST-6456,2024-10-02,Basic,West,Paid Ads,499,4,22.9,6.9,14,False,,
CUST-6457,2024-10-02,Enterprise,South,Referral,4999,3,49.3,8.4,14,False,,
CUST-6458,2024-10-02,Pro,East,Referral,1499,4,43.5,10.0,0,True,2024-10-02,Too expensive
CUST-6459,2024-10-02,Pro,West,Paid Ads,1499,4,28.1,3.7,14,False,,
CUST-6460,2024-10-02,Pro,East,Referral,1499,3,70.0,4.9,10,True,2025-08-02,Low product usage
CUST-6461,2024-10-02,Enterprise,East,Organic Search,4999,1,98.0,4.7,14,False,,
CUST-6462,2024-10-02,Basic,South,Referral,499,1,67.1,10.0,6,True,2025-04-02,Poor support experience
CUST-6463,2024-10-02,Basic,West,Referral,499,4,96.8,9.1,2,True,2024-12-01,Switched to competitor
CUST-6464,2024-10-03,Basic,North,Organic Search,499,3,38.0,10.0,12,True,2025-10-03,Too expensive
CUST-6465,2024-10-03,Basic,South,Organic Search,499,3,60.1,7.4,14,False,,
CUST-6466,2024-10-03,Basic,South,Partnership,499,1,70.2,6.3,14,False,,
CUST-6467,2024-10-03,Basic,South,Referral,499,3,66.8,6.2,14,False,,
CUST-6468,2024-10-03,Basic,North,Organic Search,499,1,37.0,10.0,8,True,2025-06-03,Switched to competitor
CUST-6469,2024-10-03,Enterprise,South,Social Media,4999,2,25.5,7.7,14,False,,
CUST-6470,2024-10-03,Basic,South,Paid Ads,499,3,67.0,7.5,4,True,2025-02-01,Poor support experience
CUST-6471,2024-10-04,Basic,East,Paid Ads,499,1,76.1,8.4,1,True,2024-11-03,No longer needed
CUST-6472,2024-10-04,Pro,West,Partnership,1499,3,93.5,5.3,4,True,2025-02-02,Switched to competitor
CUST-6473,2024-10-04,Enterprise,West,Organic Search,4999,1,52.8,4.7,2,True,2024-12-03,Poor support experience
CUST-6474,2024-10-05,Pro,West,Social Media,1499,2,75.0,6.6,12,True,2025-10-05,Switched to competitor
CUST-6475,2024-10-05,Pro,South,Social Media,1499,3,32.3,9.1,14,False,,
CUST-6476,2024-10-05,Pro,South,Paid Ads,1499,5,68.4,8.0,0,True,2024-10-05,No longer needed
CUST-6477,2024-10-05,Basic,East,Social Media,499,7,56.2,2.6,3,True,2025-01-04,Switched to competitor
CUST-6478,2024-10-05,Basic,East,Partnership,499,0,61.6,8.2,14,False,,
CUST-6479,2024-10-05,Basic,North,Organic Search,499,1,69.2,8.6,5,True,2025-03-06,Too expensive
CUST-6480,2024-10-05,Basic,North,Paid Ads,499,3,75.4,8.9,4,True,2025-02-03,Too expensive
CUST-6481,2024-10-05,Enterprise,East,Referral,4999,2,88.7,9.1,14,False,,
CUST-6482,2024-10-05,Basic,East,Referral,499,1,63.4,7.7,14,False,,
